IF_task,shot_level,n,if_rate_strict,if_rate_loose,mean_performance
change_case_english_capital,0,42,0.0,0.0,0.023809523809523808
change_case_english_capital,1,42,0.6190476190476191,0.6190476190476191,0.23809523809523808
change_case_english_capital,2,42,0.7857142857142857,0.7857142857142857,0.30952380952380953
change_case_english_capital,3,42,0.7857142857142857,0.7857142857142857,0.2857142857142857
change_case_english_capital,4,42,0.7142857142857143,0.7142857142857143,0.21428571428571427
change_case_english_capital,5,42,0.7619047619047619,0.7619047619047619,0.23809523809523808
change_case_english_capital,6,42,0.7619047619047619,0.7619047619047619,0.30952380952380953
change_case_english_capital,7,42,0.6428571428571429,0.6428571428571429,0.2857142857142857
change_case_english_capital,8,42,0.7142857142857143,0.7142857142857143,0.23809523809523808
change_case_english_lowercase,0,50,0.0,0.0,0.08
change_case_english_lowercase,1,50,0.42,0.42,0.4
change_case_english_lowercase,2,50,0.48,0.48,0.5
change_case_english_lowercase,3,50,0.48,0.48,0.48
change_case_english_lowercase,4,50,0.5,0.5,0.5
change_case_english_lowercase,5,50,0.5,0.5,0.46
change_case_english_lowercase,6,50,0.58,0.58,0.46
change_case_english_lowercase,7,50,0.64,0.64,0.44
change_case_english_lowercase,8,50,0.64,0.64,0.48
combination_repeat_prompt,0,12,0.0,0.0,0.0
combination_repeat_prompt,1,12,0.9166666666666666,0.9166666666666666,0.5
combination_repeat_prompt,2,12,1.0,1.0,0.5833333333333334
combination_repeat_prompt,3,12,1.0,1.0,0.4166666666666667
combination_repeat_prompt,4,12,1.0,1.0,0.4166666666666667
combination_repeat_prompt,5,12,1.0,1.0,0.5
combination_repeat_prompt,6,12,1.0,1.0,0.4166666666666667
combination_repeat_prompt,7,12,1.0,1.0,0.4166666666666667
combination_repeat_prompt,8,12,1.0,1.0,0.5
detectable_format_json_format,0,78,0.0,0.0,0.07692307692307693
detectable_format_json_format,1,78,1.0,1.0,0.7307692307692307
detectable_format_json_format,2,78,1.0,1.0,0.7435897435897436
detectable_format_json_format,3,78,1.0,1.0,0.717948717948718
detectable_format_json_format,4,78,1.0,1.0,0.7564102564102564
detectable_format_json_format,5,78,1.0,1.0,0.717948717948718
detectable_format_json_format,6,78,1.0,1.0,0.6923076923076923
detectable_format_json_format,7,78,1.0,1.0,0.7692307692307693
detectable_format_json_format,8,78,1.0,1.0,0.7948717948717948
detectable_format_title,0,6,0.0,0.0,0.0
detectable_format_title,1,6,1.0,1.0,0.0
detectable_format_title,2,6,1.0,1.0,0.0
detectable_format_title,3,6,1.0,1.0,0.0
detectable_format_title,4,6,1.0,1.0,0.0
detectable_format_title,5,6,1.0,1.0,0.0
detectable_format_title,6,6,1.0,1.0,0.0
detectable_format_title,7,6,1.0,1.0,0.0
detectable_format_title,8,6,1.0,1.0,0.0
startend_end_checker,0,6,0.0,0.0,0.0
startend_end_checker,1,6,0.0,0.0,0.5
startend_end_checker,2,6,1.0,1.0,0.5
startend_end_checker,3,6,1.0,1.0,0.5
startend_end_checker,4,6,1.0,1.0,0.3333333333333333
startend_end_checker,5,6,1.0,1.0,0.3333333333333333
startend_end_checker,6,6,1.0,1.0,0.3333333333333333
startend_end_checker,7,6,1.0,1.0,0.5
startend_end_checker,8,6,1.0,1.0,0.3333333333333333
startend_quotation,0,19,0.0,0.0,0.0
startend_quotation,1,19,0.6842105263157895,0.6842105263157895,0.3157894736842105
startend_quotation,2,19,0.7894736842105263,0.7894736842105263,0.5263157894736842
startend_quotation,3,19,0.9473684210526315,0.9473684210526315,0.47368421052631576
startend_quotation,4,19,0.8947368421052632,0.8947368421052632,0.42105263157894735
startend_quotation,5,19,1.0,1.0,0.5789473684210527
startend_quotation,6,19,1.0,1.0,0.42105263157894735
startend_quotation,7,19,1.0,1.0,0.47368421052631576
startend_quotation,8,19,1.0,1.0,0.47368421052631576
